Date            R1  T1  CFreq      rms   sfnr    rdc study  Nout status drft drf2  esp  gmn gmn1 gmnN gtop gtop1 gtopN notes
20121108.074752 10  114 1277610420 0.042 388.5   6.1 635 1    PASS   -0.3  0.4  472  1.5  1.5  1.5  3.5  3.6  3.5 "Ron k"
20121109.074327  9  118 1277610500 0.033 379.4   8.2 701 1    PASS   -0.3  0.5  472  1.6  1.7  1.6  3.6  3.7  3.6 "rgb"
20121113.075941 10  117 1277610250 0.033 383.3   8.7 733 1    PASS   -0.5  0.6  472  1.4  1.4  1.3  2.9  3.1  2.9 "rgb restart"
20121114.074822  9  118 1277610420 0.034 386.8   7.3 825 1    PASS   -0.4  0.6  472  1.3  1.4  1.3  2.9  3.1  2.8 "rgb"
20121115.075155 10  114 1277610420 0.033 385.7   7.9 892 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.2  3.2  3.2 "kl"
20121116.081233 10  116 1277610420 0.031 391.3   8.9 370 1    PASS   -0.5  0.6  472  1.3  1.4  1.3  2.8  2.9  2.8 "kl"
20121119.075102  9  116 1277610110 0.035 384.5   7.6 440 1    PASS   -0.5  0.6  472  1.5  1.5  1.5  3.1  3.2  3.1 "rgb restart"
20121120.074556  9  116 1277610250 0.030 387.2   9.0 515 1    PASS   -0.5  0.6  472  1.6  1.6  1.6  3.7  3.7  3.7 "rgb"
20121121.072847  9  116 1277610260 0.034 389.2   8.1 567 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.2  3.3  3.2 "rgb"
20121126.075442 10  115 1277610030 0.036 396.1   6.6 663 1    PASS   -0.5  0.6  472  1.4  1.5  1.4  3.2  3.3  3.2 "System shutdown Ron k"
20121127.074500 10  116 1277610030 0.035 392.2   7.8 700 1    PASS   -0.4  0.5  472  1.4  1.5  1.4  3.4  3.6  3.3 "Ron K"
20121128.074614  9  116 1277610180 0.034 400.2   7.6 763 1    PASS   -0.5  0.7  472  1.3  1.3  1.3  2.7  2.9  2.6 "Ron K"
20121129.080746 10  116 1277610190 0.030 397.5   9.0 832 1    PASS   -0.4  0.6  472  1.4  1.5  1.4  3.0  3.2  2.9 "kl"
20121130.074248  9  116 1277610260 0.033 396.6   7.4 895 1    PASS   -0.5  0.6  472  1.3  1.4  1.3  2.8  2.9  2.8 "Ron k"
20121203.094229  9  108 1277610100 0.029 388.7   9.5 904 1    PASS   -0.5  0.7  472  1.3  1.3  1.3  3.0  3.1  2.9 "kl"
20121204.075717  9  107 1277610190 0.032 379.9   7.9 963 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  3.0  3.1  2.9 "kl"
20121205.075531 10  107 1277610250 0.029 380.3   9.8 1000 2    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.9  3.0  2.8 "kl"
20121206.080203 10  106 1277610250 0.029 384.5   9.1 1052 0    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.9  3.0  2.9 "kl"
20121206.165230  9  108 1277610970 0.031 396.8   8.7 1109 1    PASS   -0.3  0.4  472  1.4  1.4  1.4  3.2  3.3  3.2 "kl"
20121207.080421 10  106 1277610180 0.035 384.6   7.9 1122 0    PASS   -0.5  0.6  472  1.4  1.4  1.4  3.0  3.0  3.0 "kl"
20121210.075936 10  106 1277609870 0.033 393.3   8.2 1209 1    PASS   -0.5  0.6  472  1.4  1.4  1.4  3.2  3.3  3.2 "System shutdown Ron K"
20121211.074814  9  106 1277610020 0.036 396.2   6.9 1293 1    PASS   -0.4  0.6  472  1.3  1.4  1.3  2.9  3.1  2.8 "kl"
20121212.075600 10  107 1277609950 0.032 383.7   7.9 1344 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.1  3.3  3.1 "kl"
20121213.080030  9  106 1277609940 0.035 395.3   7.8 1416 0    PASS   -0.4  0.6  472  1.4  1.5  1.4  3.6  3.7  3.6 "Ron K"
20121214.074907  9  108 1277609940 0.033 389.6   7.8 1464 1    PASS   -0.4  0.6  472  1.5  1.5  1.5  3.1  3.2  3.1 "rgb"
20121217.080129  9  106 1277609560 0.032 379.2   8.0 1510 0    PASS   -0.4  0.6  472  1.4  1.5  1.4  3.0  3.1  3.0 "TPS reset failed during system shutdown, did a TPS reset and now everything works. Ron k."
20121218.131935  9  105 1277609400 0.030 384.1   9.1 2 0    FAIL   -0.7  0.8  472  1.4  1.5  1.4  3.6  3.8  3.5 "Ron K"
20121219.073651  9  105 1277609480 0.033 387.1   7.8 32 1    PASS   -0.3  0.5  472  1.4  1.4  1.4  3.1  3.2  3.0 "Ron K"
20121220.075832 10  103 1277609390 0.032 391.4   7.9 74 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  3.0  3.1  2.9 "kl"
20121221.074500  9  106 1277609310 0.036 389.2   7.5 102 1    PASS   -0.5  0.7  472  1.3  1.3  1.2  2.8  2.8  2.8 "Ron k"
20121226.080124 10  106 1277608850 0.033 382.9   8.2 136 2    FAIL   -0.5  0.7  472  1.5  1.5  1.5  3.4  3.4  3.4 "System shutdown failed birn Ron K"
20121226.082207 10  106 1277608990 0.039 381.0   6.6 139 1    PASS   -0.4  0.6  472  1.5  1.5  1.5  3.4  3.4  3.4 "Second run passes birn Ron k."
20121227.075950 10  105 1277608850 0.039 386.9   7.0 141 1    PASS   -0.5  0.7  472  1.4  1.5  1.4  3.6  3.7  3.5 "Ron K"
20121228.082602  9  105 1277608930 0.034 385.9   7.7 145 0    PASS   -0.5  0.7  472  1.3  1.3  1.3  2.9  3.0  2.8 "Ron K"
20130102.075714  9  106 1277608920 0.037 389.0   7.7 149 2    FAIL   -0.6  0.8  472  1.4  1.4  1.4  3.7  3.8  3.6 "System shutdown Ron K"
20130102.081838  9  106 1277608990 0.035 387.4   7.1 153 1    PASS   -0.3  0.5  472  1.4  1.4  1.4  3.5  3.5  3.6 "Second run passes birn Ron K"
20130103.073935  9  103 1277608920 0.033 385.5   8.2 171 1    PASS   -0.5  0.7  472  1.4  1.5  1.4  3.0  3.2  3.0 "Ron K"
20130104.074252  9  105 1277608850 0.035 385.0   7.4 225 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  2.7  2.8  2.7 "Ron K"
20130107.075646 10  104 1277608850 0.035 391.2   7.3 261 1    PASS   -0.5  0.7  472  1.3  1.4  1.3  2.9  3.0  2.8 "kl restart"
20130108.080726  9  103 1277608850 0.033 383.8   8.6 284 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  2.9  3.0  2.9 "kl"
20130109.080527 10  105 1277609150 0.032 381.6   9.4 381 1    PASS   -0.5  0.6  472  1.3  1.4  1.3  3.0  3.3  2.9 "kl"
20130110.080519 10  105 1277609160 0.034 390.2   7.6 422 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  3.1  3.2  3.0 "kl"
20130111.081506 10  104 1277609070 0.033 390.1   7.7 444 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.8  2.9  2.8 "kl"
20130114.080251 10  104 1277608850 0.034 381.7   8.5 498 0    PASS   -0.5  0.7  472  1.4  1.4  1.4  3.1  3.2  3.1 "kl restart"
20130115.081043  9  104 1277609000 0.034 384.0   8.1 549 0    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.9  3.1  2.8 "kl"
20130116.075757  9  104 1277609070 0.033 383.3   8.8 638 1    PASS   -0.5  0.7  472  1.3  1.3  1.3  2.7  2.9  2.6 "kl"
20130117.075850 10  106 1277609080 0.031 383.0   8.6 691 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  2.8  2.9  2.8 "kl"
20130118.080513  9  103 1277609000 0.035 395.4   6.7 739 1    PASS   -0.3  0.5  472  1.2  1.3  1.2  2.7  2.9  2.7 "kl"
20130122.075236  9  103 1277608840 0.036 399.8   6.8 768 1    FAIL   -0.6  0.7  472  1.3  1.3  1.3  2.7  2.9  2.7 "System shutdown failed birn Ron K"
20130122.081024  9  103 1277608910 0.032 398.4   8.3 771 2    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.7  2.7  2.7 "Second birn passes Ron K"
20130123.072849  9  105 1277608850 0.035 396.4   8.2 309 1    PASS   -0.5  0.7  472  1.3  1.4  1.3  2.8  2.9  2.8 "Ron K"
20130124.082202  9  105 1277609000 0.029 391.6   9.2 378 3    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.8  2.9  2.7 "kl"
20130125.081122 10  103 1277608930 0.033 387.4   8.3 416 0    PASS   -0.4  0.6  472  1.4  1.4  1.4  2.9  3.1  2.9 "kl"
20130128.084953  9  106 1277609710 0.033 382.1   8.3 481 1    PASS   -0.3  0.4  472  1.3  1.3  1.3  2.9  2.8  2.9 "System shutdown Roof chiller was down, replaced low temp probe.Ron K"
20130129.081031  9  105 1277608930 0.030 383.1   8.5 516 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  3.1  3.4  3.0 "dobirn_new"
20130130.075850  9  105 1277608920 0.033 390.2   8.4 591 1    PASS   -0.5  0.6  472  1.2  1.3  1.2  2.7  2.9  2.7 "kl"
20130131.080411  9  105 1277609000 0.036 380.4   7.7 643 1    PASS   -0.5  0.6  472  1.3  1.3  1.3  2.9  3.0  2.9 "kl"
20130201.080741  9  103 1277608990 0.034 395.5   7.8 681 1    PASS   -0.3  0.5  472  1.5  1.5  1.5  3.2  3.3  3.1 "kl"
20130204.081100  9  103 1277609000 0.040 389.5   6.1 771 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  2.8  2.9  2.8 "kl restart"
20130205.075058  9  105 1277609080 0.035 385.0   7.6 812 1    PASS   -0.5  0.7  472  1.5  1.5  1.5  3.2  3.2  3.2 "rgb"
20130206.074840 10  107 1277609080 0.034 389.7   7.8 857 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  3.1  3.2  3.1 "rgb"
20130207.080342 10  103 1277609160 0.033 387.4   7.3 891 1    PASS   -0.5  0.6  472  1.3  1.3  1.3  3.0  3.2  3.0 "kl"
20130208.074942  9  106 1277609080 0.034 383.9   8.4 925 1    PASS   -0.4  0.5  472  1.6  1.7  1.6  3.5  3.6  3.4 "rgb"
20130211.075010  9  103 1277608930 0.037 389.4   7.1 966 0    PASS   -0.6  0.7  472  1.3  1.3  1.3  2.7  2.9  2.7 "System shutdown Ron K"
20130212.080316  9  103 1277609070 0.036 388.7   6.9 1011 1    PASS   -0.5  0.6  472  1.3  1.3  1.3  2.9  3.0  2.9 "Ron K"
20130213.072348 10  103 1277609160 0.037 384.7   7.3 1055 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.3  3.3  3.3 "Ron k"
20130214.072056 10  104 1277609240 0.034 390.1   7.3 1101 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.0  3.2  3.0 "Ron K"
20130215.072752  9  105 1277609240 0.034 390.7   7.3 1135 1    PASS   -0.5  0.6  472  1.3  1.4  1.3  2.9  3.1  2.9 "Ron K"
20130219.073019  9  105 1277609240 0.031 402.3   7.5 1268 0    PASS   -0.4  0.5  472  1.2  1.3  1.2  2.8  3.0  2.7 "System shutdown Ron K"
20130220.081302  9  104 1277609310 0.039 392.9   6.8 1322 1    PASS   -0.5  0.6  472  1.2  1.3  1.2  2.7  2.8  2.7 "kl"
20130221.072731  9  105 1277609400 0.039 389.0   6.6 1368 1    PASS   -0.5  0.7  472  1.4  1.4  1.4  3.3  3.4  3.3 "Ron K"
20130222.072510  9  107 1277609400 0.035 392.0   7.4 1412 1    PASS   -0.4  0.6  472  1.3  1.4  1.3  3.1  3.4  3.0 "kl"
20130225.075517  9  103 1277609240 0.037 393.2   7.3 1503 1    FAIL   -0.6  0.7  472  1.5  1.5  1.5  3.0  3.2  3.0 "rgb shutdown"
20130225.081120  9  103 1277609310 0.036 391.6   7.4 1505 1    PASS   -0.3  0.4  472  1.5  1.5  1.5  2.9  2.9  3.0 "rgb shutdown"
20130226.074501  9  106 1277609310 0.031 375.1   9.2 1556 1    PASS   -0.5  0.6  472  1.3  1.4  1.3  3.2  3.4  3.1 "rgb"
20130227.074753 10  106 1277609400 0.033 387.9   8.1 1580 2    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.4  3.6  3.4 "rgb"
20130228.074945  9  105 1277609470 0.035 390.8   8.1 1601 0    PASS   -0.5  0.6  472  1.6  1.6  1.6  3.2  3.3  3.2 "rgb"
20130301.075224 10  104 1277609320 0.033 386.1   9.0 1635 1    PASS   -0.5  0.7  472  1.3  1.4  1.3  2.9  2.9  2.9 "rgb"
20130304.075138  9  102 1277609080 0.034 392.8   7.4 1676 1    PASS   -0.5  0.7  472  1.3  1.3  1.3  2.9  3.0  2.8 "System shutdown Ron k"
20130305.073658  9  103 1277609230 0.035 389.4   7.7 1732 1    FAIL   -0.6  0.7  472  1.3  1.4  1.3  2.9  3.1  2.9 "Scan fails birn Ron K"
20130305.080311  9  103 1277609300 0.034 392.6   8.0 1735 1    PASS   -0.5  0.6  472  1.3  1.4  1.3  2.8  2.8  2.8 "2nd run of birn passes Ron K"
20130306.073531  9  103 1277609310 0.035 398.9   7.5 1792 1    PASS   -0.5  0.6  472  1.2  1.3  1.2  2.8  3.0  2.8 "Ron K"
20130307.135532 10  107 1277609310 0.035 393.6   8.0 1809 2    FAIL   -0.5  0.7  472  1.4  1.4  1.4  3.1  3.2  3.1 "rgb"
20130307.140519 10  107 1277609380 0.033 391.7   7.8 1810 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  3.0  3.0  3.0 "awesome!"
20130308.073218  9  103 1277609310 0.031 390.9   9.2 1846 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.9  3.1  2.8 "Ron K"
20130311.074859  9  107 1277609230 0.033 378.0   8.5 1902 1    PASS   -0.6  0.7  472  1.3  1.4  1.3  3.2  3.3  3.1 "rgb"
20130312.075143  9  103 1277609150 0.036 391.2   7.1 2000 1    PASS   -0.4  0.6  472  1.5  1.5  1.5  3.2  3.2  3.3 "rgb"
20130313.075512  9  103 1277609160 0.037 390.8   7.0 2037 1    PASS   -0.4  0.6  472  1.7  1.7  1.7  3.6  3.7  3.6 "rgb"
20130314.073359  9  102 1277609160 0.036 392.1   6.8 2098 1    PASS   -0.5  0.6  472  1.4  1.4  1.4  2.9  3.1  2.9 "kl"
20130315.081429  9  103 1277609320 0.030 395.3   9.3 2140 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  2.8  2.9  2.7 "kl"
20130318.080357  9  104 1277609160 0.029 403.5   9.2 2214 1    PASS   -0.5  0.6  472  1.4  1.4  1.4  3.3  3.4  3.3 "kl restart"
20130319.074144 10  105 1277609390 0.032 383.4   9.1 2255 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.0  3.1  3.1 "rgb"
20130320.075135  9  105 1277609390 0.032 395.0   8.1 2283 1    PASS   -0.4  0.5  472  1.4  1.5  1.4  3.5  3.7  3.4 "rgb"
20130321.074632  9  106 1277609310 0.029 394.5   8.8 2318 0    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.9  3.0  2.9 "rgb"
20130322.074946 10  106 1277609390 0.035 391.2   7.2 2372 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  3.0  3.1  3.0 "rgb"
20130325.075631  9  102 1277609080 0.031 392.8   8.8 2429 2    PASS   -0.5  0.6  472  1.4  1.4  1.4  2.8  3.0  2.8 "System shutdown Ron K"
20130326.073918  9  102 1277608930 0.037 395.3   7.0 2451 1    PASS   -0.3  0.5  472  1.4  1.4  1.4  2.9  3.0  2.9 "Ron K "
20130327.074402  9  102 1277609000 0.033 396.1   7.7 2499 0    PASS   -0.4  0.5  472  1.4  1.5  1.4  3.3  3.4  3.2 "Ron K"
20130328.074712  9  105 1277609160 0.034 400.3   7.4 2577 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  3.3  3.4  3.3 "Ron K"
20130401.080018  9  103 1277609080 0.032 397.2   7.8 2724 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.2  3.3  3.2 "kl restart"
20130402.080712  9  103 1277609080 0.040 402.0   6.5 2791 1    PASS   -0.5  0.6  472  1.2  1.3  1.2  2.7  2.9  2.7 "kl"
20130403.081133  9  103 1277609230 0.034 393.4   8.0 2835 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.8  3.0  2.7 "kl"
20130404.081440 10  105 1277609310 0.033 394.8   8.0 2898 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.8  2.9  2.8 "kl"
20130405.081149  9  103 1277609160 0.033 405.2   7.6 2938 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.2  3.3  3.1 "kl"
20130408.075033 10  106 1277609000 0.031 393.7   9.1 3046 1    PASS   -0.6  0.7  472  1.4  1.4  1.4  3.0  3.0  3.0 "rgb"
20130409.074615 10  105 1277609160 0.025 392.7  11.4 3095 1    PASS   -0.3  0.4  472  1.3  1.4  1.4  2.9  2.9  2.9 ""
20130410.075330  9  106 1277609230 0.032 387.0   8.1 3145 0    PASS   -0.5  0.6  472  1.3  1.3  1.2  2.8  3.1  2.7 "rgb"
20130411.073528  9  105 1277609080 0.030 391.5   8.7 3170 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.1  3.1  3.1 ""
20130412.073333  9  107 1277609070 0.031 387.1   8.9 3202 1    PASS   -0.5  0.6  472  1.4  1.4  1.4  2.9  3.0  2.9 "rgb"
20130415.074608  9  105 1277609320 0.032 396.3   8.3 3284 1    PASS   -0.6  0.7  472  1.4  1.4  1.4  3.7  3.7  3.7 "System shutdown Ron K."
20130416.074459  9  105 1277609240 0.036 398.8   7.2 3324 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.2  3.4  3.3 " Ron K"
20130417.073720 10  103 1277609230 0.033 393.7   7.7 3398 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.0  3.1  3.0 "{sdc@fmri3te}[102] "
20130417.073720 10  103 1277609230 0.033 393.7   7.7 3398 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.0  3.1  3.0 "Ron K"
20130418.080038  9  102 1277609080 0.039 395.9   6.5 3461 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  2.9  3.1  2.9 "Ron K"
20130419.075847  9  103 1277609070 0.031 402.0   7.3 3494 1    PASS   -0.4  0.6  472  1.2  1.3  1.2  2.7  2.8  2.7 "Ron K"
20130422.075603  9  105 1277608530 0.035 389.5   7.5 3590 1    PASS   -0.4  0.6  472  1.4  1.5  1.4  3.2  3.3  3.2 "System shutdown Ron K"
20130423.073020  9  103 1277608530 0.035 390.4   7.4 3613 0    FAIL   -0.5  0.7  472  1.5  1.5  1.5  3.4  3.5  3.4 "Failed birn by .02 on drift Ron K"
20130423.074155  9  103 1277608600 0.034 389.5   8.3 3615 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.5  3.5  3.5 "Passed on 2nd run Ron K"
20130424.073919  9  102 1277608440 0.037 394.5   7.4 3648 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.7  2.8  2.7 "Ron K"
20130425.073856  9  103 1277608360 0.038 396.1   7.3 3663 1    PASS   -0.5  0.6  472  1.4  1.5  1.4  3.5  3.5  3.5 "Ron K"
20130426.080600  9  103 1277608220 0.037 389.9   6.6 3714 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  3.1  3.3  3.1 "kl"
20130429.080924  9  103 1277608140 0.036 397.6   7.2 3761 1    PASS   -0.5  0.6  472  1.4  1.5  1.4  3.3  3.4  3.3 "rgb restart"
20130430.074552  9  109 1277608210 0.032 387.6   8.1 3800 1    PASS   -0.3  0.5  472  1.3  1.4  1.3  3.1  3.3  3.0 "rgb"
20130501.074333  9  106 1277608290 0.030 391.1   8.5 3842 1    PASS   -0.4  0.5  472  1.6  1.6  1.6  3.3  3.4  3.3 "rgb"
20130502.075236 10  107 1277608290 0.031 384.9  10.0 3882 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  3.0  3.2  3.0 "rgb"
20130503.075642  9  109 1277608290 0.031 388.1   8.9 3926 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.8  3.0  2.8 "rgb"
20130506.075522  9  103 1277607980 0.040 391.8   6.5 3981 1    PASS   -0.5  0.7  472  1.3  1.3  1.3  2.8  2.9  2.8 "System shutdown Ron K"
20130507.080957  9  104 1277607900 0.039 394.4   6.5 4010 1    PASS   -0.4  0.6  472  1.2  1.3  1.2  2.8  2.9  2.8 "Ron K"
20130508.073516  9  105 1277608050 0.036 397.4   7.1 4081 1    PASS   -0.4  0.6  472  1.3  1.4  1.3  2.9  3.1  2.9 "Ron K"
20130509.074934  9  105 1277608050 0.040 396.3   6.3 4123 2    PASS   -0.5  0.6  472  1.3  1.3  1.2  3.0  3.2  2.9 "Ron K"
20130510.073749  9  104 1277607980 0.037 400.2   6.4 4180 1    PASS   -0.4  0.6  472  1.2  1.3  1.2  2.8  2.9  2.7 "Ron K"
20130513.080714  9  104 1277607980 0.036 397.5   7.7 4251 1    PASS   -0.5  0.6  472  1.4  1.4  1.4  3.4  3.6  3.3 "kl"
20130514.080757  9  106 1277608140 0.035 396.6   7.7 4320 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.7  2.8  2.7 "kl"
20130515.080620  9  105 1277608060 0.035 395.7   7.0 4346 1    PASS   -0.4  0.6  472  1.4  1.4  1.4  2.8  2.8  2.8 "kl"
20130516.081446  9  105 1277607980 0.035 399.1   7.3 4369 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.7  2.7  2.7 "kl"
20130517.081211  9  106 1277607980 0.030 393.4   8.0 4410 2    PASS   -0.5  0.7  472  1.4  1.4  1.4  3.1  3.2  3.1 "kl"
20130520.075343  9  107 1277608060 0.036 385.8   6.9 4571 1    PASS   -0.5  0.7  472  1.4  1.4  1.4  3.0  3.1  3.0 "rgb restart"
20130521.080109  9  106 1277607980 0.041 390.9   6.7 4588 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.7  2.8  2.7 "Ron K"
20130522.074609  9  109 1277607900 0.039 379.1   6.7 4628 1    FAIL   -0.6  0.7  472  1.4  1.4  1.4  3.0  3.1  3.0 "rgb"
20130522.075652  9  109 1277608040 0.031 378.1   9.4 4630 1    PASS   -0.2  0.3  472  1.4  1.5  1.4  3.0  3.0  3.0 "rgb"
20130523.074552  9  108 1277607890 0.035 378.8   7.7 4662 0    PASS   -0.5  0.6  472  1.3  1.4  1.3  3.0  3.1  2.9 "rgb"
20130524.081151  9  107 1277607970 0.029 381.5   9.5 4717 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  3.0  3.0  3.1 "kl"
20130528.080903  9  108 1277607970 0.037 388.7   7.9 4836 1    PASS   -0.5  0.6  472  1.5  1.5  1.5  3.1  3.2  3.1 "rgb restart"
20130529.075943  9  107 1277608140 0.035 378.0   8.8 4877 1    PASS   -0.3  0.5  472  1.5  1.5  1.5  3.8  3.8  3.9 "kl"
20130530.080822 10  107 1277608140 0.037 391.3   6.8 4942 1    PASS   -0.3  0.5  472  1.4  1.5  1.4  3.2  3.4  3.2 "kl"
20130531.080503  9  110 1277608140 0.031 393.8   8.2 5026 1    PASS   -0.4  0.5  472  1.5  1.6  1.5  3.2  3.3  3.2 "kl"
20130603.081026  9  106 1277608060 0.035 394.9   6.6 5093 0    PASS   -0.4  0.5  472  1.6  1.6  1.6  3.5  3.6  3.4 "kl"
20130604.080307  9  105 1277608060 0.036 388.3   7.3 5131 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  2.8  2.8  2.9 "kl"
20130605.074804  9  111 1277608050 0.032 383.1   8.3 5159 1    PASS   -0.4  0.5  472  1.3  1.4  1.3  3.0  3.1  3.0 ""
20130606.080835 10  107 1277608140 0.032 398.6   7.5 5209 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.9  3.0  2.9 ""
20130607.081059  9  105 1277608140 0.037 393.9   7.2 5260 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.8  2.9  2.7 "kl"
20130610.082325  9  105 1277608060 0.033 401.8   7.3 5334 1    PASS   -0.6  0.7  472  1.4  1.5  1.4  3.1  3.2  3.1 "kl"
20130611.080659  9  106 1277608050 0.030 397.4   8.3 5401 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.7  2.8  2.7 "kl"
20130612.081035  9  106 1277607980 0.032 393.7   7.7 5463 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.9  2.9  3.0 "rgb"
20130613.080608  9  106 1277608140 0.035 398.3   6.9 5519 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.8  2.8  2.8 "kl"
20130614.080234  9  106 1277608140 0.034 399.4   7.0 5564 0    PASS   -0.4  0.6  472  1.3  1.3  1.2  2.7  2.8  2.7 "kl"
20130617.075757 10  108 1277607970 0.037 393.2   7.6 5586 1    FAIL   -0.5  0.7  472  1.4  1.4  1.4  3.0  3.0  3.0 "rgb"
20130617.081246 10  108 1277608040 0.030 390.8   8.5 5589 0    PASS   -0.4  0.5  472  1.4  1.4  1.4  2.9  2.9  3.0 "kl repeat"
20130618.080909  9  108 1277607980 0.033 397.1   8.2 5634 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  2.9  3.0  2.9 "kl"
20130619.075459 10  107 1277607820 0.033 385.5   7.7 5640 1    PASS   -0.4  0.6  472  1.4  1.5  1.4  3.0  3.2  3.0 "rgb"
20130620.080654 10  107 1277607900 0.034 374.5   8.6 5677 1    PASS   -0.3  0.5  472  1.5  1.5  1.5  3.2  3.4  3.2 "kl"
20130621.080306  9  108 1277607810 0.029 391.2   8.6 5698 1    PASS   -0.4  0.5  472  1.3  1.3  1.3  2.8  2.9  2.7 "kl"
20130624.071609  9  106 1277607740 0.034 388.7   7.5 5766 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.1  3.2  3.1 "rgb"
20130624.071609  9  106 1277607740 0.034 388.7   7.5 5766 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  3.1  3.2  3.1 "rgb restart"
20130625.074453  9  107 1277607670 0.033 381.2   8.3 5779 0    PASS   -0.3  0.5  472  1.4  1.5  1.5  3.1  3.1  3.2 "kl"
20130626.080453  9  108 1277607660 0.032 387.9   9.5 5813 0    PASS   -0.4  0.6  472  1.3  1.4  1.3  2.9  3.0  2.9 "kl"
20130626.080453  9  108 1277607660 0.032 387.9   9.5 5813 0    PASS   -0.4  0.6  472  1.3  1.4  1.3  2.9  3.0  2.9 ""
20130627.080347  9  107 1277607670 0.034 389.0   7.8 5840 0    PASS   -0.4  0.5  472  1.3  1.3  1.3  3.0  3.0  3.0 "kl"
20130628.081145  9  108 1277607670 0.034 379.5   7.2 5884 1    PASS   -0.4  0.6  472  1.4  1.5  1.4  3.1  3.3  3.1 "rgb"
20130701.075411  9  109 1277607580 0.032 388.4   9.3 5935 1    PASS   -0.5  0.6  472  1.5  1.5  1.5  3.1  3.2  3.1 "rgb restart"
20130702.081648  9  108 1277607510 0.035 397.0   8.0 5942 1    PASS   -0.4  0.7  472  1.2  1.3  1.3  2.6  2.7  2.6 "kl"
20130703.081051  9  109 1277607590 0.034 380.8   7.7 5975 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  2.9  2.9  3.0 "kl"
20130705.075418  9  107 1277607430 0.033 375.8   7.5 6014 1    PASS   -0.4  0.6  472  1.3  1.3  1.3  2.9  3.0  2.9 "rgb"
20130708.080535  9  107 1277607340 0.036 386.9   7.4 6035 0    PASS   -0.5  0.6  472  1.3  1.4  1.3  3.3  3.5  3.1 "kl restart"
20130709.080321  9  107 1277607350 0.032 385.1   8.2 6070 2    PASS   -0.4  0.5  472  1.3  1.4  1.3  2.7  2.8  2.7 "kl"
20130710.081156  9  108 1277607430 0.032 388.9   7.7 6101 0    PASS   -0.4  0.6  472  1.3  1.4  1.3  2.8  2.9  2.8 "kl"
