Date            R1  T1  CFreq      rms   sfnr    rdc study  Nout status drft drf2  esp  gmn gmn1 gmnN gtop gtop1 gtopN notes
20100218.104644  9  101 1277195110 0.029 389.9   8.7 97 1    PASS   -0.5  0.7  472  2.0  1.7  1.9  5.8  4.5  5.4 "first BIRN on MR750 KL"
20100218.111722  9  101 1277195180 0.030 392.4   9.7 99 1    PASS   -0.4  0.6  472  1.7  1.6  1.6  4.7  4.4  4.3 "repeat KL"
20100218.133839  9  102 1277195250 0.026 390.9  11.0 100 2    PASS   -0.4  0.5  472  1.8  1.6  1.7  5.2  4.2  4.8 "birn 1 CK"
20100218.134706  9  102 1277195320 0.025 387.6  10.3 101 1    PASS   -0.3  0.4  472  1.5  1.5  1.4  3.9  4.0  3.7 "birn 2 CK"
20100218.135513  9  102 1277195320 0.026 389.9  10.4 102 1    PASS   -0.3  0.4  472  1.4  1.5  1.4  3.8  3.9  3.7 "birn 3 CK"
20100218.140318  9  102 1277195390 0.027 389.3   8.9 103 1    PASS   -0.3  0.4  472  1.4  1.5  1.4  3.8  3.9  3.7 "birn 4 CK"
20100218.141209  9  102 1277195460 0.028 374.5   9.2 104 6    PASS   -0.3  0.4  472  1.5  1.5  1.4  3.8  3.9  3.6 "birn 5 CK"
20100218.141932  9  102 1277195530 0.057 369.7   4.9 105 3    PASS   -0.2  0.9  472  1.4  1.5  1.4  3.7  3.8  3.6 "birn 6 CK (spike KL)"
20100218.142648  9  102 1277195530 0.027 389.9  10.7 106 1    PASS   -0.2  0.3  472  1.4  1.5  1.4  3.7  3.7  3.6 "birn 7 CK"
20100218.143407  9  102 1277195600 0.026 387.6  10.9 107 1    PASS   -0.2  0.2  472  1.4  1.4  1.4  3.7  3.7  3.7 "birn 8 CK"
20100218.144121  9  102 1277195600 0.028 385.3  10.3 108 1    PASS   -0.2  0.3  472  1.4  1.5  1.4  3.7  3.7  3.6 "birn 9 CK"
20100219.143911  9  102 1277195260 0.025 390.8   9.9 115 1    PASS   -0.4  0.5  472  1.9  1.6  1.8  5.4  4.7  5.1 "kl"
20100219.145130  9  102 1277195330 0.028 387.5   9.5 117 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  4.1  4.2  4.0 "kl"
20100219.171119 10   98 1277195020 0.034 353.5   8.4 124 1    PASS   -2.0  2.2  472  2.5  2.3  2.4  6.0  5.2  5.7 "32ch kl"
20100219.172137 10   98 1277195020 0.030 352.4   9.7 125 1    PASS   -1.0  1.1  472  2.3  2.3  2.2  5.1  5.2  4.8 "32ch kl"
20100221.115259  9  103 1277194790 0.025 384.3  10.2 127 1    PASS   -0.3  0.4  472  1.9  1.6  1.8  5.5  4.3  5.0 "kl"
20100221.120700  9  103 1277194860 0.027 379.3  10.8 128 1    PASS   -0.3  0.4  472  1.6  1.5  1.5  4.2  4.1  3.7 "kl"
20100221.142956  9  107 1277194710 0.027 372.7  10.2 130 1    PASS   -0.5  0.5  472  1.8  1.6  1.7  5.2  4.5  4.8 "kl ucsdbirn3 "
20100221.143728  9  107 1277194780 0.028 370.9  10.4 131 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  4.0  4.0  3.8 "kl ucsdbirn3 "
20100221.144536  9  107 1277194850 0.028 371.1   9.3 132 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.9  4.0  3.7 "kl ucsdbirn3 "
20100221.145303  9  107 1277194850 0.028 368.7  10.8 133 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.9  4.0  3.8 "kl ucsdbirn3"
20100221.150545 10  107 1277194920 0.030 311.6  11.7 134 1    PASS   -0.1  0.3  472  1.6  1.6  1.6  4.0  4.2  3.8 "ucsd birn3 fatsat kl"
20100221.151251 10  107 1277194990 0.031 311.2  10.6 135 1    PASS    0.2  0.3  472  1.6  1.6  1.6  4.0  4.0  3.9 "ucsdbirn3 fatsat kl"
20100221.152000 10  107 1277194990 0.029 314.8  12.1 136 2    PASS    0.1  0.2  472  1.6  1.6  1.6  3.9  4.0  3.8 "ucsdbirn3 fatsat kl"
20100221.152718 10  107 1277195060 0.029 314.1  12.2 137 1    PASS    0.2  0.2  472  1.6  1.6  1.6  3.9  4.0  3.9 "ucsdbirn3 kl fatsat"
20100223.192939  9  103 1277194000 0.038 327.8   8.4 265 1    PASS   -1.6  1.7  472  2.4  2.3  2.4  5.9  5.2  5.5 "ucsdbrin3 32ch "
20100223.194503  9  103 1277194070 0.032 329.4   9.9 266 1    PASS   -1.1  1.2  472  2.3  2.3  2.3  5.4  5.3  4.9 "ucsdbirn3 32ch"
20100223.195300 10  103 1277194070 0.035 327.5   8.7 267 1    PASS   -0.5  0.6  472  2.3  2.3  2.3  5.0  5.1  4.8 "ucsdbirn3 32ch"
20100223.223217  9  106 1277194240 0.028 381.5  10.8 270 1    PASS   -0.4  0.5  472  1.8  1.5  1.7  5.2  4.0  4.7 "kl"
20100223.231231  9  106 1277194240 0.027 379.7  10.8 276 1    PASS   -0.4  0.5  472  1.7  1.5  1.6  4.9  4.0  4.3 "kl"
20100224.143948  9  107 1277194000 0.027 378.6   9.2 316 1    PASS   -0.3  0.4  472  1.8  1.6  1.7  5.0  4.0  4.7 "ck"
20100226.113646  9  103 1277193680 0.029 410.1   8.6 324 1    PASS   -0.3  0.4  556  1.5  1.5  1.5  4.3  4.4  4.3 "kl"
20100226.121500  9  103 1277193760 0.027 372.5  11.2 327 1    PASS   -0.4  0.5  472  1.8  1.6  1.7  5.1  4.1  4.7 "ck"
20100301.100218  9  103 1277193220 0.027 390.5   9.6 393 1    PASS   -0.3  0.4  472  1.8  1.5  1.7  5.0  3.9  4.6 "ck"
20100302.070353  9  103 1277193050 0.025 389.9  10.3 421 1    PASS   -0.4  0.4  472  1.9  1.6  1.8  5.5  4.5  5.1 "ck"
20100303.072823  9  103 1277192810 0.026 384.0  10.3 483 1    PASS   -0.3  0.5  472  1.8  1.7  1.7  4.7  4.1  4.4 "Ron K"
20100304.070415  9  103 1277192670 0.027 384.5   9.8 528 1    PASS   -0.3  0.4  472  1.8  1.6  1.7  4.7  3.8  4.3 "ck"
20100305.073148  9  103 1277192500 0.035 388.7   7.8 561 1    PASS   -0.4  0.5  472  1.8  1.6  1.7  5.1  4.0  4.7 "Ron K"
20100312.184820  9  106 1277191620 0.034 546.2   5.0 102 1    PASS   -0.2  0.3  520  1.1  1.1  1.1  2.9  3.0  2.8 "kl"
20100315.145139  9  107 1277191310 0.034 585.0   5.0 124 1    PASS   -0.2  0.4  520  1.1  1.1  1.1  2.9  3.0  2.7 "Ron K"
20100316.060907  9  102 1277191220 0.030 564.7   5.9 134 1    PASS   -0.2  0.4  520  1.0  1.0  1.0  2.8  2.9  2.6 "ck"
20100316.105854  9  111 1277191150 0.033 549.3   5.5 138 1    PASS   -0.2  0.3  520  1.0  1.0  1.1  3.0  3.1  2.9 "kl ucsd birn3 old 8ch"
20100316.110925  9  110 1277191220 0.029 544.0   6.2 140 1    PASS   -0.2  0.3  520  1.1  1.1  1.1  3.2  3.4  3.2 "kl ucsd birn3 new 8ch"
20100316.112913  9  110 1277191220 0.032 541.8   5.8 141 1    PASS   -0.2  0.4  520  1.1  1.1  1.1  3.2  3.4  3.1 "kl ucsd birn3 new 8ch"
20100316.114256  9  111 1277191290 0.031 552.1   6.5 143 1    PASS   -0.2  0.3  520  1.1  1.1  1.1  3.3  3.4  3.2 "kl ucsd birn3 old 8ch"
20100317.075413  9  102 1277191150 0.031 576.9   5.3 157 1    PASS   -0.2  0.4  520  1.1  1.1  1.1  3.3  3.5  3.2 "ck"
20100317.075413  9  102 1277191150 0.031 576.9   5.3 157 1    PASS   -0.2  0.4  520  1.1  1.1  1.1  3.3  3.5  3.2 "ck"
20100318.070823  9  102 1277191000 0.031 584.2   5.6 167 1    PASS   -0.3  0.4  520  1.1  1.1  1.1  3.0  3.2  2.9 "ck"
20100319.075725  9  103 1277190910 0.028 570.7   5.7 179 1    PASS   -0.2  0.4  520  1.0  1.0  1.0  2.8  2.9  2.7 "Ron K"
20100322.081647  9  105 1277190680 0.029 546.9   6.5 196 2    PASS   -0.3  0.3  520  1.1  1.1  1.1  3.0  3.1  2.9 "Ron K"
20100317.075413  9  102 1277191150 0.031 576.9   5.3 157 1    PASS   -0.2  0.4  520  1.1  1.1  1.1  3.3  3.5  3.2 "ck"
20100324.065450  9  102 1277190520 0.031 570.1   5.4 257 1    PASS   -0.3  0.5  520  1.1  1.1  1.1  3.2  3.4  3.1 "ck"
20100325.065717  9  113 1277190440 0.030 539.6   6.4 275 1    PASS   -0.1  0.2  520  1.1  1.2  1.1  3.4  3.6  3.3 "ck"
20100329.065854  9  112 1277190050 0.027 579.9   6.4 326 1    PASS   -0.2  0.2  520  1.0  1.0  1.0  2.9  3.1  2.8 "ck"
20100330.063851  9  111 1277190110 0.030 564.4   6.5 376 1    PASS   -0.2  0.3  520  1.1  1.1  1.1  2.9  3.1  2.8 "ck"
20100331.064857  9  112 1277189960 0.030 556.8   6.5 434 1    PASS   -0.3  0.4  520  1.1  1.1  1.1  3.0  3.2  2.9 "ck"
20100331.132417  9  126 1277189960 0.031 517.7   6.2 475 1    PASS   -0.3  0.4  472  1.2  1.1  1.2  3.9  3.3  3.3 "kl esp_lock disabled"
20100331.133351  9  126 1277189960 0.032 546.6   5.7 476 1    PASS   -0.1  0.3  520  1.1  1.1  1.1  3.0  3.1  3.0 "kl esp lock on"
20100331.134316  9  126 1277190030 0.031 512.7   6.2 477 2    PASS   -0.2  0.3  472  1.1  1.1  1.1  2.9  3.0  2.5 "kl esp lock off"
20100331.135343  9  126 1277190030 0.026 548.4   7.9 478 1    PASS   -0.1  0.2  520  1.1  1.1  1.1  3.0  3.1  3.0 "kl esp lock on"
20100401.073921  9  112 1277189810 0.026 565.8   6.3 489 1    PASS   -0.1  0.2  520  1.1  1.1  1.1  3.0  3.1  2.8 "Ron K"
20100401.175332  9  131 1277189890 0.029 514.9   7.1 527 1    PASS   -0.1  0.2  472  1.2  1.1  1.1  3.9  3.4  3.2 "kl esp lock off in the sequence"
20100402.064826  9  112 1277189890 0.115 448.4   1.8 540 1    PASS   -0.0  0.7  472  1.2  1.1  1.1  3.9  3.3  3.2 "ck"
20100405.075953  9  111 1277189650 0.027 550.9   6.7 582 1    PASS   -0.4  0.5  472  1.1  1.0  1.0  3.3  2.7  2.7 "System shutdown Ron K"
20100406.065832  9  112 1277189570 0.031 543.9   6.0 596 1    PASS   -0.4  0.5  472  1.2  1.1  1.1  3.6  3.1  3.1 "ck"
20100407.074556  9  111 1277189480 0.029 562.3   6.9 634 1    PASS   -0.4  0.5  472  1.2  1.0  1.1  3.8  3.0  3.2 "Ron K"
20100408.082053  9  111 1277189410 0.032 559.3   6.3 649 1    PASS   -0.4  0.5  472  1.3  1.1  1.1  4.0  3.1  3.4 "Ron K"
20100409.081400  9  110 1277189330 0.034 532.8   5.7 679 1    PASS   -0.4  0.5  472  1.1  1.0  1.1  3.4  2.6  2.9 "Ron K"
20100412.075855  9  112 1277189020 0.030 545.1   6.0 720 1    PASS   -0.4  0.4  472  1.1  1.1  1.0  3.3  2.7  2.7 "System restart Ron K"
20100413.101609  9  111 1277189100 0.029 531.9   6.7 775 1    PASS   -0.4  0.5  472  1.3  1.1  1.3  4.5  3.3  4.0 "kl"
20100414.081923  9  110 1277189020 0.030 554.0   5.8 791 1    PASS   -0.4  0.6  472  1.2  1.0  1.1  3.7  2.8  3.2 "Ron K"
20100414.142411  9  111 1277189090 0.030 423.2   8.1 826 2    PASS   -0.3  0.4  556  1.5  1.5  1.5  4.0  4.0  3.9 "kl fermi off"
20100414.184409 10  112 1277189100 0.031 389.8   8.9 847 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  4.1  3.9  3.8 "kl fermi off"
20100415.070557  9  111 1277188940 0.029 393.6   8.9 851 1    PASS   -0.3  0.5  472  1.6  1.5  1.5  4.1  3.9  3.9 "ck"
20100416.065135 10  112 1277188930 0.029 367.0   9.2 913 0    PASS   -0.2  0.3  472  1.7  1.5  1.6  5.0  4.1  4.4 "ck"
20100419.075218 10  111 1277188770 0.029 397.8   8.4 983 2    PASS   -0.4  0.5  472  1.7  1.5  1.6  4.5  3.8  4.1 "System restart Ron K."
20100420.073713  9  112 1277188700 0.030 400.8   8.0 1024 1    PASS   -0.3  0.5  472  1.6  1.5  1.6  4.5  3.8  4.0 "Ron K"
20100421.074724  9  111 1277188630 0.030 384.8   8.8 1066 1    PASS   -0.2  0.4  472  1.6  1.5  1.5  4.7  3.8  4.3 "Ron k"
20100422.073357 10  111 1277188540 0.028 402.2   9.9 1093 1    PASS   -0.3  0.4  472  1.7  1.5  1.6  4.5  3.8  4.1 "ck"
20100423.081107 10  114 1277188540 0.029 383.5   9.4 1131 1    PASS   -0.5  0.6  472  1.7  1.5  1.6  4.6  4.0  4.3 "ck"
20100424.114108  9  110 1277188470 0.028 451.8   9.1 1181 1    PASS   -0.2  0.3  556  1.5  1.5  1.5  4.0  4.1  4.0 "kl"
20100424.121102  9  110 1277188470 0.033 404.9   8.1 1185 1    PASS   -0.4  0.5  472  1.5  1.5  1.5  4.1  3.9  3.5 "kl"
20100425.195142  9  110 1277188390 0.030 411.6   7.9 86 1    PASS   -0.4  0.6  472  1.5  1.5  1.4  4.1  3.8  3.5 "kl"
20100426.074858 10  111 1277188390 0.031 415.0   7.8 142 1    PASS   -0.5  0.7  472  1.6  1.5  1.5  4.3  3.6  3.9 "Systemrestart Ron K"
20100427.073351 10  112 1277188310 0.030 395.4   8.7 170 0    PASS   -0.5  0.5  472  1.6  1.4  1.5  4.2  3.8  3.8 "Ron K"
20100428.073435 10  111 1277188300 0.026 387.1  11.2 203 2    PASS   -0.5  0.6  472  1.6  1.4  1.5  4.0  3.5  3.6 "Ron k"
20100428.165004 10  115 1277188230 0.030 410.3   7.7 93 2    PASS   -0.5  0.6  472  1.5  1.4  1.5  4.0  3.4  3.7 "kl"
20100429.073256 10  111 1277188150 0.032 414.1   7.6 117 1    PASS   -0.4  0.6  472  1.5  1.4  1.5  4.2  3.3  3.8 "Ron k"
20100429.105941 10  111 1277188460 0.028 408.4   8.9 139 1    PASS   -0.6  0.7  472  1.5  1.5  1.5  3.8  3.8  3.6 "ck 1"
20100429.111453  9  111 1277188470 0.028 401.7   9.0 142 1    PASS   -0.3  0.4  472  1.4  1.5  1.4  3.5  3.7  3.4 "ck 30 at top 1"
20100429.112333  9  111 1277188540 0.028 398.1   8.8 143 2    PASS   -0.3  0.3  472  1.4  1.4  1.4  3.5  3.6  3.4 "ck 30 at top 2"
20100429.113055 10  111 1277188540 0.027 390.0   9.3 144 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.4  3.3 "30 at top 3"
20100429.113801  9  111 1277188610 0.028 397.2   9.0 145 0    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.5  3.5  3.4 "30 at top 4"
20100429.114518 10  111 1277188610 0.030 388.3   8.8 146 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.3  3.2 "30 at top 5"
20100429.115229 10  111 1277188610 0.029 383.4   9.5 147 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.3  3.3 "30 top 6"
20100429.115935 10  111 1277188610 0.026 393.4  10.1 148 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.4  3.5  3.4 "30 top 7"
20100429.120647 10  111 1277188680 0.028 377.8  10.0 149 0    PASS   -0.1  0.3  472  1.4  1.4  1.4  3.2  3.2  3.2 ""
20100430.074627 10  113 1277188070 0.028 388.0   8.9 163 1    PASS   -0.4  0.5  472  1.7  1.6  1.7  4.8  4.2  4.4 "ck"
20100503.075519 10  112 1277187130 0.028 400.5   8.5 229 2    PASS   -0.6  0.7  472  1.7  1.5  1.6  4.6  3.9  4.3 "shutdown restart ck"
20100504.074731 10  113 1277186570 0.029 391.6   9.5 283 1    PASS   -0.4  0.5  472  1.4  1.4  1.4  3.8  3.7  3.3 "run 1"
20100504.075430 10  113 1277186640 0.029 390.3   9.3 284 1    PASS   -0.0  0.2  472  1.3  1.3  1.3  3.0  3.1  3.0 "run 2"
20100504.080135 10  113 1277186710 0.028 386.6   9.6 285 1    PASS   -0.1  0.2  472  1.3  1.3  1.3  3.1  3.1  3.0 "run 3"
20100504.080854 10  113 1277186780 0.028 387.8   9.2 286 1    PASS   -0.1  0.2  472  1.3  1.3  1.3  3.0  3.1  3.0 "run 4"
20100504.081553 10  113 1277186780 0.029 387.9   9.6 287 1    PASS   -0.1  0.2  472  1.3  1.3  1.3  3.1  3.1  3.1 "run 5"
20100504.082353 10  113 1277186850 0.028 385.2   9.8 288 1    PASS   -0.2  0.3  472  1.3  1.3  1.3  3.1  3.2  3.0 "run 6"
20100504.083051 10  113 1277186920 0.028 386.7  10.1 289 1    PASS   -0.1  0.2  472  1.3  1.3  1.3  3.1  3.2  3.0 "run 7"
20100504.083751 10  113 1277186920 0.027 385.5  10.2 290 1    PASS   -0.1  0.2  472  1.3  1.3  1.3  3.0  3.0  3.0 "run 8"
20100505.070335  9  111 1277186250 0.030 390.2   8.9 354 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.4  3.2 "run 1"
20100505.071054  9  111 1277186320 0.028 395.3   8.8 355 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.4  3.3 "run 2"
20100505.071756  9  111 1277186390 0.031 387.4   8.2 356 0    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.3  3.2 "run 3"
20100505.072536  9  111 1277186390 0.031 384.8   8.1 357 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.2  3.2 "run 4"
20100505.073236  9  111 1277186460 0.026 385.2  10.1 358 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.3  3.2 ""
20100505.073236  9  111 1277186460 0.026 385.2  10.1 358 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.3  3.2 "run 5"
20100505.073942  9  111 1277186530 0.029 381.4   9.3 359 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.3  3.2 "run 6"
20100505.074643  9  111 1277186530 0.027 385.1  10.1 360 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.3  3.2 "run 7"
20100505.075348  9  111 1277186600 0.028 386.6   8.8 361 1    PASS   -0.1  0.3  472  1.4  1.4  1.4  3.3  3.3  3.3 "run 8"
20100506.073947 10  112 1277185870 0.029 403.0   7.5 424 1    PASS   -0.4  0.5  472  1.7  1.5  1.6  4.4  3.9  4.2 "Ron K"
20100506.080522  9  112 1277185940 0.029 399.6   9.4 427 1    PASS   -0.5  0.6  472  1.5  1.5  1.5  3.8  3.7  3.5 "run 1"
20100506.081225  9  112 1277186010 0.028 398.8   9.1 428 1    PASS   -0.1  0.3  472  1.4  1.4  1.5  3.5  3.5  3.5 "run 2"
20100506.081937  9  112 1277186080 0.025 399.6  11.3 429 1    PASS   -0.1  0.2  472  1.4  1.5  1.5  3.6  3.6  3.6 "run 3"
20100506.082638  9  112 1277186080 0.027 396.8   9.9 430 0    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.5  3.5  3.5 "run 4"
20100506.083343  9  112 1277186150 0.029 395.4   9.3 431 1    PASS   -0.1  0.2  472  1.5  1.5  1.4  3.6  3.6  3.6 "run 5"
20100506.084042  9  112 1277186150 0.027 397.6   9.9 432 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.5  3.4  3.5 "run 6"
20100506.084744  9  112 1277186220 0.028 397.3   9.3 433 2    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.5  3.6  3.6 "run 7"
20100506.085445  9  112 1277186220 0.027 395.6  10.4 434 2    PASS   -0.1  0.3  472  1.4  1.4  1.4  3.5  3.6  3.5 "run 8"
20100509.172623  9  120 1277185480 0.031 388.3   8.9 14 1    PASS   -0.3  0.5  472  1.6  1.5  1.5  4.8  4.2  4.1 "KL after the gradient amp is replaced by GE"
20100509.180625  9  120 1277185480 0.027 389.9   9.5 15 0    PASS   -0.3  0.4  472  1.5  1.5  1.5  4.4  4.2  3.9 "kl repeat"
20100510.065558 10  113 1277185620 0.035 404.4   7.3 25 1    PASS   -0.2  0.4  472  1.5  1.5  1.5  3.7  3.8  3.5 "run1"
20100510.070258 10  113 1277185690 0.028 405.7   9.2 26 2    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 "run2"
20100510.070958 10  113 1277185690 0.026 403.0   8.4 27 1    PASS   -0.1  0.3  472  1.5  1.5  1.5  3.5  3.6  3.5 "run3"
20100510.071706 10  113 1277185760 0.025 405.5   8.6 28 1    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.7  3.6 "run4"
20100510.072410 10  113 1277185830 0.029 402.1   8.9 29 1    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 "run5"
20100510.073152 10  113 1277185830 0.028 404.5   9.2 30 1    PASS   -0.2  0.2  472  1.5  1.5  1.5  3.6  3.7  3.6 "run6"
20100510.073854 10  113 1277185900 0.034 401.0   7.8 31 1    PASS   -0.1  0.3  472  1.5  1.5  1.5  3.6  3.6  3.5 "run7"
20100510.074556 10  113 1277185900 0.028 400.3   9.2 32 0    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 "run8"
20100511.064538  9  113 1277185550 0.029 388.3   9.1 83 1    PASS   -0.2  0.3  472  1.4  1.4  1.5  3.3  3.3  3.2 "run1"
20100511.065238 10  113 1277185620 0.029 398.8   8.0 84 1    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 "run2"
20100511.070643 10  113 1277185760 0.029 399.0   8.8 86 2    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.5  3.5  3.5 "run4"
20100511.071345 10  113 1277185760 0.028 399.1   8.7 87 1    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.5  3.5  3.5 "run5"
20100511.072044 10  113 1277185830 0.027 398.4   9.5 88 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.6  3.6  3.6 "run6"
20100511.072743 10  113 1277185900 0.029 396.5   9.0 89 2    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.5  3.5  3.5 "run7"
20100511.073442 10  113 1277185900 0.026 399.0  10.6 90 2    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 "run8"
20100511.064538  9  113 1277185550 0.029 388.3   9.1 83 1    PASS   -0.2  0.3  472  1.4  1.4  1.5  3.3  3.3  3.2 "ds"
20100513.072236 10  112 1277185400 0.030 403.7   8.5 163 1    PASS   -0.5  0.6  472  1.7  1.5  1.6  4.5  4.0  4.2 "ck"
20100513.111613 10  112 1277185470 0.027 407.6  10.0 174 1    PASS   -0.3  0.4  472  1.4  1.4  1.4  3.4  3.5  3.3 "run2"
20100513.112316 10  112 1277185540 0.029 402.0   8.0 175 1    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.4  3.3 "run3"
20100513.113030 10  112 1277185610 0.023 402.6  11.4 176 0    PASS   -0.2  0.2  472  1.4  1.4  1.4  3.3  3.4  3.2 "run4"
20100513.113737 10  112 1277185680 0.028 404.2   9.3 177 0    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.3  3.3 "run5"
20100513.114435 10  112 1277185680 0.027 401.2   8.7 178 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.3  3.3 "run6"
20100513.115139 10  112 1277185750 0.027 400.6   9.6 179 1    PASS   -0.2  0.2  472  1.4  1.4  1.4  3.3  3.4  3.3 "run7"
20100513.115844 10  112 1277185750 0.030 399.4   8.2 180 1    PASS   -0.2  0.2  472  1.4  1.4  1.4  3.4  3.4  3.3 "run8"
20100514.072427 10  112 1277185550 0.027 394.5   9.2 209 1    PASS   -0.2  0.3  472  1.5  1.5  1.5  3.6  3.8  3.5 "run1"
20100514.073134 10  112 1277185550 0.030 395.7   9.2 210 0    PASS   -0.1  0.3  472  1.5  1.5  1.5  3.6  3.7  3.6 "run2"
20100514.073836 10  112 1277185620 0.025 393.8  10.9 211 2    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.5 "run3"
20100514.074541 10  112 1277185690 0.028 392.1   9.3 212 1    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 ""
20100514.074541 10  112 1277185690 0.028 392.1   9.3 212 1    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.6  3.6  3.6 "run4"
20100514.075243 10  112 1277185760 0.026 395.5  10.7 213 2    PASS   -0.1  0.2  472  1.5  1.5  1.5  3.8  3.9  3.7 "run5"
20100514.080721 10  112 1277185830 0.028 390.5   9.8 215 0    PASS   -0.1  0.3  472  1.5  1.5  1.5  3.8  3.9  3.7 "run7"
20100514.081627 10  112 1277185900 0.028 391.8   8.9 216 1    PASS   -0.3  0.3  472  1.5  1.5  1.5  3.7  3.8  3.7 "run8"
20100515.165806  9  116 1277185390 0.031 402.5   8.8 269 1    PASS   -0.4  0.5  472  1.6  1.4  1.6  4.6  3.6  4.1 "dshin run1"
20100515.170835 10  116 1277185460 0.028 401.0   9.5 270 1    PASS   -0.3  0.4  472  1.4  1.4  1.4  3.5  3.5  3.2 "dshin run2"
20100515.171538 10  116 1277185460 0.027 401.2   9.9 271 2    PASS   -0.1  0.3  472  1.4  1.4  1.4  3.3  3.4  3.2 "dshin run3"
20100515.172311 10  116 1277185530 0.029 400.5   9.0 272 1    PASS   -0.2  0.3  472  1.3  1.3  1.3  3.3  3.3  3.2 "dshin run4"
20100515.173017 10  116 1277185600 0.026 401.8   9.3 273 1    PASS   -0.1  0.2  472  1.3  1.3  1.3  3.2  3.3  3.2 "dshin run5"
20100515.173858 10  116 1277185670 0.029 401.7   8.4 274 1    PASS   -0.2  0.3  472  1.3  1.3  1.3  3.1  3.2  3.0 "dshin run6"
20100515.174606 10  116 1277185670 0.029 398.7   9.4 275 1    PASS   -0.1  0.3  472  1.3  1.3  1.3  3.2  3.2  3.2 "dshin run7"
20100515.175352 10  116 1277185740 0.027 399.3   9.2 276 2    PASS   -0.2  0.3  472  1.3  1.3  1.3  3.1  3.2  3.1 "dshin run8"
20100516.164325 10  117 1277185320 0.031 388.8   8.2 278 1    PASS   -0.4  0.5  472  1.6  1.5  1.5  4.1  3.8  3.9 "dshin run1"
20100516.165031 10  117 1277185390 0.028 387.4   9.9 279 0    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.4  3.4  3.3 "dshin run2"
20100516.165737 10  117 1277185460 0.030 387.8   9.1 280 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.4  3.3 "dshin run3"
20100516.170448 10  117 1277185530 0.028 386.4   8.9 281 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.4  3.3 "dshin run4"
20100516.171155 10  117 1277185530 0.027 384.2  10.0 282 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.4  3.4  3.4 "dshin run5"
20100516.171901 10  117 1277185600 0.031 385.3   8.6 283 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.4  3.4  3.3 "dshin run6"
20100516.172605 10  117 1277185670 0.028 384.6   9.1 284 2    PASS   -0.2  0.3  472  1.4  1.4  1.4  3.3  3.3  3.2 "dshin run7"
20100516.173313 10  117 1277185670 0.030 385.0   8.1 285 0    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.3  3.4  3.3 "dshin run8"
20100517.071011 10  113 1277185390 0.033 391.7   8.4 301 0    PASS   -0.4  0.5  472  1.4  1.5  1.5  3.7  3.7  3.6 "run1"
20100517.071712 10  113 1277185460 0.027 392.9   9.1 302 1    PASS   -0.1  0.2  472  1.4  1.4  1.4  3.5  3.5  3.4 "run2"
